289109.4042;0;14999.92748
288770.8326;0;14999.78262
288432.4751;0;14999.56562
288094.3319;0;14999.27665
287756.4029;0;14998.91592
287418.6881;0;14998.48359
287081.1875;0;14997.97987
286743.9011;0;14997.40493
286406.8289;0;14996.75897
286069.9708;0;14996.04217
285733.327;0;14995.25472
285396.8973;0;14994.3968
285060.6819;0;14993.4686
284724.6807;0;14992.47031
284388.8936;0;14991.40211
284053.3207;0;14990.26419
283717.9621;0;14989.05674
283382.8176;0;14987.77994
283047.8873;0;14986.43398
282713.1712;0;14985.01904
282378.6693;0;14983.53532
282044.3816;0;14981.98299
281710.3081;0;14980.36224
281376.4488;0;14978.67326
281042.8036;0;14976.91623
280709.3727;0;14975.09134
280376.1559;0;14973.19878
280043.1534;0;14971.23872
279710.365;0;14969.21137
279377.7908;0;14967.11689
279045.4308;0;14964.95548
278713.285;0;14962.72732
278381.3534;0;14960.4326
278049.6359;0;14958.0715
277718.1327;0;14955.6442
277386.8436;0;14953.1509
277055.7687;0;14950.59177
276724.9081;0;14947.967
276394.2616;0;14945.27678
276063.8292;0;14942.52129
275733.6111;0;14939.70072
275403.6072;0;14936.81524
275073.8174;0;14933.86505
274744.2418;0;14930.85032
274414.8804;0;14927.77125
274085.7332;0;14924.62802
273756.8002;0;14921.4208
273428.0814;0;14918.14979
273099.5767;0;14914.81517
272771.2862;0;14911.41712
272443.2099;0;14907.95583
272115.3478;0;14904.43148
271787.6999;0;14900.84425
271460.2661;0;14897.19433
271133.0466;0;14893.48191
270806.0412;0;14889.70715
270479.2499;0;14885.87026
270152.6729;0;14881.9714
269826.3101;0;14878.01077
269500.1614;0;14873.98855
269174.2269;0;14869.90492
268848.5066;0;14865.76007
268523.0004;0;14861.55417
268197.7085;0;14857.28741
267872.6307;0;14852.95997
267547.7671;0;14848.57204
267223.1177;0;14844.1238
266898.6824;0;14839.61542
266574.4613;0;14835.0471
266250.4544;0;14830.41902
265926.6617;0;14825.73136
265603.0832;0;14820.98429
265279.7188;0;14816.17801
264956.5686;0;14811.31269
264633.6326;0;14806.38852
264310.9107;0;14801.40568
263988.403;0;14796.36435
263666.1095;0;14791.26471
263344.0302;0;14786.10695
263022.165;0;14780.89124
262700.514;0;14775.61777
262379.0772;0;14770.28672
262057.8546;0;14764.89827
261736.8461;0;14759.4526
261416.0518;0;14753.9499
261095.4717;0;14748.39034
260775.1057;0;14742.7741
260454.9539;0;14737.10138
260135.0163;0;14731.37234
259815.2928;0;14725.58717
259495.7835;0;14719.74605
259176.4884;0;14713.84916
258857.4075;0;14707.89668
258538.5407;0;14701.8888
258219.8881;0;14695.82568
257901.4496;0;14689.70752
257583.2253;0;14683.5345
257265.2152;0;14677.30678
256947.4193;0;14671.02456
256629.8375;0;14664.68802
256312.4699;0;14658.29733
255995.3164;0;14651.85267
255678.3771;0;14645.35423
255361.652;0;14638.80218
255045.141;0;14632.19671
254728.8442;0;14625.53799
254412.7616;0;14618.8262
254096.8931;0;14612.06153
253781.2388;0;14605.24415
253465.7987;0;14598.37424
253150.5727;0;14591.45198
252835.5609;0;14584.47755
252520.7632;0;14577.45113
252206.1797;0;14570.37289
251891.8104;0;14563.24303
251577.6552;0;14556.06171
251263.7142;0;14548.82912
250949.9873;0;14541.54543
250636.4746;0;14534.21082
250323.1761;0;14526.82548
250010.0917;0;14519.38957
249697.2215;0;14511.90328
249384.5654;0;14504.36679
249072.1235;0;14496.78027
248759.8958;0;14489.14391
248447.8822;0;14481.45788
248136.0828;0;14473.72235
247824.4975;0;14465.93751
247513.1264;0;14458.10354
247201.9694;0;14450.22061
246891.0266;0;14442.2889
246580.2979;0;14434.30859
246269.7834;0;14426.27985
245959.4831;0;14418.20287
245649.3969;0;14410.07782
245339.5249;0;14401.90487
245029.867;0;14393.68421
244720.4233;0;14385.41601
244411.1937;0;14377.10045
244102.1783;0;14368.73771
243793.377;0;14360.32796
243484.7899;0;14351.87138
243176.4169;0;14343.36814
242868.2581;0;14334.81843
242560.3134;0;14326.22241
242252.5829;0;14317.58028
241945.0665;0;14308.89219
241637.7643;0;14300.15834
241330.6763;0;14291.37888
241023.8023;0;14282.55401
240717.1426;0;14273.6839
240410.697;0;14264.76872
240104.4655;0;14255.80865
239798.4482;0;14246.80386
239492.645;0;14237.75453
239187.056;0;14228.66084
238881.6811;0;14219.52296
238576.5203;0;14210.34107
238271.5737;0;14201.11534
237966.8413;0;14191.84595
237662.323;0;14182.53307
237358.0189;0;14173.17688
237053.9288;0;14163.77755
236750.053;0;14154.33526
236446.3913;0;14144.85018
236142.9437;0;14135.32249
235839.7103;0;14125.75236
235536.691;0;14116.13996
235233.8858;0;14106.48548
234931.2948;0;14096.78909
234628.918;0;14087.05095
234326.7553;0;14077.27125
234024.8067;0;14067.45016
233723.0722;0;14057.58785
233421.5519;0;14047.68449
233120.2458;0;14037.74027
